player_name,player_number,player_team,game_date,game_time,game_opponent,game_location,game_type,stat_hits,stat_rbis,stat_at_bats,stat_singles,stat_doubles,stat_triples,stat_homeruns,stat_sacrifice,stat_strikeouts
GARY BRIDGES,67,COL,5/27/2023,1400,BOU,away,regular,1,1,3,1,0,0,0,0,2
WALKER BOYLE,18,PHP,10/13/2023,1500,MIN,home,postseason,3,3,3,1,0,1,1,0,0
BILLY BRADSHAW,55,TOR,5/3/2023,1800,BOS,away,regular,0,0,1,0,0,0,0,1,0
GARY MCKINNEY,68,CAL,4/3/2023,1400,TOR,away,regular,1,1,2,1,0,0,0,0,1
JAMES BOWEN,98,CWS,7/14/2023,1700,NY,away,regular,2,2,3,1,0,1,0,0,1
WALKER MCPHERSON,57,NYG,6/22/2023,1600,BOA,home,regular,3,3,4,1,1,0,1,1,0
RODRIGO HOBBS,65,DET,8/23/2023,1300,OAK,away,regular,1,1,2,1,0,0,0,0,1
BARRY WILSON,34,BAL,10/7/2023,1300,PHP,away,postseason,1,1,1,0,0,1,0,0,0
EVAN PINEDA,64,MIN,9/26/2023,2000,FLA,home,regular,2,1,2,1,1,0,0,0,0
RODRIGO VELAZQUEZ,74,CIN,8/1/2023,1700,MIL,home,regular,1,1,4,1,0,0,0,0,3
LARRY PEREZ,68,CLE,7/28/2023,1500,CHI,away,regular,4,3,7,2,2,0,0,0,3
JACKSON WALKER,3,TEX,10/6/2023,1500,BOU,home,postseason,2,2,3,2,0,0,0,0,1
WALKER HICKMAN,22,OAK,5/11/2023,1700,OAK,home,regular,1,1,4,1,0,0,0,1,2
WILL MURRAY,40,PHP,10/5/2023,1300,PHB,away,postseason,1,1,2,1,0,0,0,1,0
JAMES LOVE,12,SLB,7/7/2023,1600,BOD,away,regular,1,1,4,0,1,0,0,0,3
TJ MCGUIRE,74,CWS,7/8/2023,2000,FLA,away,regular,1,1,4,1,0,0,0,0,3
JACKSON BERG,10,BOA,4/23/2023,1300,PIT,home,regular,4,1,7,1,1,0,2,0,3
RODRIGO HARDING,37,BAL,7/2/2023,1700,HOU,away,regular,1,1,1,1,0,0,0,0,0
BILL DOUGHERTY,59,HOU,7/8/2023,1600,COL,home,regular,2,1,3,1,1,0,0,1,0
EVAN HIGGINS,13,BOA,8/27/2023,1800,CHO,away,regular,2,2,5,1,1,0,0,1,2
JOHNNY GARDNER,67,LAA,7/12/2023,1600,SF,home,regular,4,3,5,2,2,0,0,0,1
LARRY RIVAS,50,AZ,9/15/2023,2000,MIA,away,regular,0,0,3,0,0,0,0,0,3
JAKE ROBERTS,32,CHI,5/21/2023,1900,PHB,away,regular,1,1,2,1,0,0,0,0,1
JAMES VANG,71,COL,9/21/2023,2000,MIA,home,regular,2,1,5,1,0,0,1,0,3
BARRY BUCHANAN,31,BOR,10/7/2023,2000,DET,home,postseason,2,1,4,1,1,0,0,1,1
BARRY POTTER,44,BSN,7/16/2023,1600,LAD,away,regular,2,1,3,1,0,0,1,0,1
ADAM BERG,27,SD,10/13/2023,2000,PHP,home,postseason,1,1,5,1,0,0,0,1,3
RODRIGO MORAN,33,CHI,7/19/2023,1900,OAK,away,regular,1,1,3,1,0,0,0,0,2
RODRIGO AGUIRRE,38,SF,7/28/2023,1700,NYG,away,regular,1,1,1,1,0,0,0,0,0
JAKE SUMMERS,10,NY,10/18/2023,1800,NYM,away,postseason,0,0,1,0,0,0,0,0,1
TJ CHANEY,59,BOA,9/9/2023,1900,SD,home,regular,3,1,5,1,0,0,2,0,2
BARRY FLOWERS,14,PHI,8/16/2023,1600,TOR,away,regular,3,2,4,1,2,0,0,1,0
TJ FITZGERALD,35,BOD,8/17/2023,1800,BOS,home,regular,2,2,4,1,1,0,0,1,1
RODRIGO MCCLURE,32,WSH,8/6/2023,1500,LAA,away,regular,1,1,2,1,0,0,0,0,1
JAMES KHAN,24,CHO,9/5/2023,1500,CAL,away,regular,2,2,5,1,0,0,1,0,3
WILL CAMPBELL,92,NY,6/17/2023,1700,SD,away,regular,1,1,4,1,0,0,0,0,3
THOMAS BOONE,3,TB,6/12/2023,1400,CWS,home,regular,2,1,2,1,0,1,0,0,0
BILLY HAAS,30,PHI,8/13/2023,1600,MIL,away,regular,2,2,3,2,0,0,0,0,1
THOMAS CHRISTIAN,24,BAL,9/2/2023,1200,CHC,away,regular,1,1,2,1,0,0,0,0,1
BILL HOLLOWAY,25,MIA,6/11/2023,1900,NYY,away,regular,0,0,0,0,0,0,0,0,0
MARTIN MARQUEZ,28,FLA,6/21/2023,1500,KC,home,regular,1,1,2,1,0,0,0,1,0
WALKER CHAN,96,TEX,7/26/2023,1900,BOA,away,regular,1,1,3,1,0,0,0,1,1
GARY LIVINGSTON,58,BOS,5/24/2023,1300,TEX,away,regular,4,2,6,1,0,0,3,1,1
MARTIN TURNER,9,BAL,8/23/2023,1500,PHI,home,regular,0,0,0,0,0,0,0,0,0
THOMAS FLYNN,0,MIN,5/26/2023,2000,PHB,away,regular,1,1,3,1,0,0,0,0,2
GARY WATERS,71,SEA,4/26/2023,1300,NYH,away,regular,2,2,3,1,1,0,0,0,1
WILL SULLIVAN,26,COL,6/20/2023,1600,BOA,away,regular,2,2,4,2,0,0,0,1,1
WILL BENJAMIN,42,LA,4/12/2023,1300,PHP,away,regular,0,0,3,0,0,0,0,0,3
JAKE KRUEGER,27,PHP,9/11/2023,1200,OAK,home,regular,0,0,3,0,0,0,0,0,3
TAYLOR MARTIN,55,NY,5/30/2023,1700,TOR,away,regular,1,1,5,1,0,0,0,1,3
BOB CHURCH,90,SEA,9/6/2023,2000,BSN,home,regular,0,0,3,0,0,0,0,0,3
BARRY KRUEGER,75,MIL,8/20/2023,1900,BSN,home,regular,3,2,7,1,0,0,2,1,3
MARTIN LARSEN,26,HOU,9/30/2023,2000,CWS,away,regular,1,1,3,1,0,0,0,1,1
JACKSON MCCULLOUGH,92,NYG,7/11/2023,1700,BOR,home,regular,2,1,3,1,0,0,1,0,1
RODRIGO FINLEY,39,PHA,4/6/2023,1600,BOS,away,regular,1,1,4,1,0,0,0,1,2
EVAN SCHWARTZ,29,PHB,5/16/2023,1600,CAL,home,regular,2,1,5,1,1,0,0,0,3
JAMES SHEPHERD,42,PHB,9/21/2023,1600,NYG,home,regular,2,1,3,1,0,0,1,0,1
ADAM VALENCIA,19,LAD,5/17/2023,1500,MIA,away,regular,1,1,2,1,0,0,0,0,1
RODRIGO HODGE,50,CHC,6/11/2023,1200,MIA,away,regular,0,0,0,0,0,0,0,0,0
WILL HICKS,79,BSN,10/21/2023,1800,COL,away,postseason,0,0,2,0,0,0,0,0,2
JAMES STARK,71,BAL,7/28/2023,1700,BOD,away,regular,1,1,4,1,0,0,0,0,3
BILLY BOONE,45,MIL,4/7/2023,1300,STL,away,regular,1,1,1,1,0,0,0,0,0
EVAN LAWRENCE,16,AZ,7/14/2023,1700,LAD,away,regular,1,1,1,1,0,0,0,0,0
JOHNNY WAGNER,28,BAL,8/23/2023,1200,BSN,away,regular,2,1,4,1,1,0,0,1,1
WILLIAM RIVERA,89,LAD,6/23/2023,1800,TEX,home,regular,2,2,3,2,0,0,0,0,1
RODRIGO VALENZUELA,28,LAD,6/4/2023,1200,TOR,away,regular,2,2,4,2,0,0,0,0,2
WALKER AGUILAR,2,BOA,5/21/2023,1700,AZ,away,regular,1,1,4,1,0,0,0,0,3
JACKSON GILLESPIE,4,MTL,4/10/2023,1300,BOU,home,regular,0,0,1,0,0,0,0,1,0
JACKSON ADKINS,97,TOR,4/19/2023,1900,PHP,away,regular,0,0,3,0,0,0,0,0,3
JAMES VAZQUEZ,55,WSH,5/24/2023,1600,MIL,home,regular,4,3,5,2,2,0,0,0,1
TJ JACKSON,16,AZ,6/23/2023,1900,TOR,home,regular,2,2,4,1,1,0,0,0,2
TAYLOR NORTON,53,TB,6/23/2023,1800,WSH,home,regular,1,1,4,1,0,0,0,1,2
WILL ERICKSON,61,NYM,5/1/2023,1400,NYH,home,regular,1,1,1,1,0,0,0,0,0
JOHNNY FOSTER,16,NYY,7/25/2023,1900,OAK,away,regular,2,2,3,1,1,0,0,1,0
JAMES FINLEY,41,LAA,6/28/2023,1800,TB,away,regular,2,2,5,1,0,0,1,0,3
BARRY CONRAD,8,SLB,6/27/2023,1700,CHC,away,regular,1,1,4,1,0,0,0,0,3
LARRY CARDENAS,84,CHI,4/27/2023,1300,NYM,away,regular,1,1,2,1,0,0,0,0,1
MARTIN MOSES,99,NYG,8/29/2023,1700,STL,home,regular,1,1,4,1,0,0,0,0,3
WALKER GLOVER,55,MIN,8/13/2023,1200,BOR,away,regular,1,1,4,1,0,0,0,1,2
GARY REID,74,AZ,7/12/2023,1800,TEX,away,regular,1,1,5,1,0,0,0,1,3
LARRY MIDDLETON,89,CHC,8/25/2023,1200,ATL,home,regular,1,1,2,1,0,0,0,0,1
TJ BURNETT,37,CHC,4/8/2023,1400,BAL,away,regular,2,2,2,2,0,0,0,0,0
WALKER SANDOVAL,89,MTL,5/18/2023,1400,PHI,home,regular,2,1,5,1,0,1,0,0,3
GARY JOSEPH,58,CHI,5/27/2023,1500,PHA,home,regular,1,1,2,1,0,0,0,1,0
JACOB MONTOYA,93,SEA,6/2/2023,1800,NYY,home,regular,1,1,3,1,0,0,0,0,2
JACOB RASMUSSEN,70,SF,6/27/2023,1700,LAA,home,regular,1,1,3,1,0,0,0,0,2
JAMES SOSA,70,BOA,7/26/2023,1200,MIL,home,regular,1,1,4,1,0,0,0,1,2
GARY POLLARD,69,SF,9/24/2023,1400,MTL,home,regular,2,2,4,1,1,0,0,0,2
JACOB FRANCO,48,ATL,5/4/2023,2000,BOU,home,regular,2,1,4,1,1,0,0,0,2
BOB MALONE,24,PIT,8/31/2023,1400,PHI,away,regular,1,1,2,0,0,0,1,1,0
BILLY HUTCHINSON,36,PHI,8/2/2023,1700,PHI,away,regular,2,2,5,2,0,0,0,0,3
GARY PATTON,93,COL,6/25/2023,1400,ATL,away,regular,2,1,2,1,1,0,0,0,0
BILLY WILLIAMSON,9,NYH,8/16/2023,1500,PHI,home,regular,1,1,3,0,1,0,0,0,2
JACKSON KELLER,91,OAK,10/2/2023,1500,MIA,home,postseason,1,1,1,1,0,0,0,0,0
WILLIAM COMBS,27,NY,7/31/2023,1900,CHI,away,regular,4,1,8,1,2,1,0,1,3
TJ FARRELL,32,NYY,9/2/2023,1900,BAL,away,regular,2,1,4,1,0,0,1,0,2
TAYLOR ANDRADE,93,CHO,7/28/2023,1300,SF,home,regular,0,0,0,0,0,0,0,0,0
GARY FLORES,98,WSH,6/3/2023,1900,BOU,home,regular,1,1,4,1,0,0,0,0,3
JAKE DUNLAP,36,AZ,7/31/2023,1900,DET,away,regular,1,1,5,1,0,0,0,1,3
RODRIGO FRENCH,29,TOR,8/3/2023,1600,PHA,away,regular,1,1,2,1,0,0,0,1,0
TJ GILMORE,78,SD,5/5/2023,1300,TB,home,regular,1,1,3,1,0,0,0,0,2
ADAM SNYDER,12,CWS,6/26/2023,1800,CLE,away,regular,1,1,4,1,0,0,0,0,3
GARY LEVY,32,WSH,6/22/2023,1800,COL,home,regular,1,1,3,1,0,0,0,0,2
GARY RITTER,47,KC,5/27/2023,1800,CAL,home,regular,1,1,1,1,0,0,0,0,0
WILLIAM SWANSON,40,NYY,5/31/2023,1800,PHP,home,regular,1,1,4,1,0,0,0,0,3
MARTIN CLINE,34,BOS,5/31/2023,2000,TEX,home,regular,2,1,4,2,0,0,0,1,1
JACOB CLEMENTS,45,KC,9/11/2023,1400,LA,home,regular,2,1,3,1,1,0,0,1,0
TJ BARR,27,CAL,6/15/2023,1400,BOU,home,regular,1,1,1,1,0,0,0,0,0
EVAN NOBLE,39,CLE,10/19/2023,1300,PHI,home,postseason,2,2,3,1,0,1,0,1,0
BOB ROMERO,18,NY,9/15/2023,1800,MIA,away,regular,1,1,1,1,0,0,0,0,0
WILL HERRERA,22,TB,10/15/2023,1700,MTL,home,postseason,3,1,3,1,0,0,2,0,0
JAMES MCFARLAND,98,BOU,6/8/2023,1800,CAL,away,regular,1,1,3,1,0,0,0,1,1
JAMES HORN,21,STL,10/29/2023,2000,BSN,home,postseason,3,3,6,3,0,0,0,0,3
WALKER LEWIS,47,BOU,10/9/2023,1300,COL,home,postseason,2,2,3,1,0,0,1,0,1
LARRY PROCTOR,90,BOS,7/15/2023,1200,PHI,home,regular,1,1,1,1,0,0,0,0,0
WILLIAM MOSES,92,COL,6/5/2023,1700,OAK,home,regular,1,1,3,1,0,0,0,1,1
MARTIN GUZMAN,17,STL,4/14/2023,1400,CHO,home,regular,0,0,2,0,0,0,0,0,2
GARY KENT,6,HOU,4/13/2023,1600,PIT,home,regular,3,3,4,1,1,1,0,1,0
THOMAS NOBLE,32,CIN,8/17/2023,2000,MTL,home,regular,1,1,4,1,0,0,0,1,2
WILL LEWIS,47,AZ,7/1/2023,1900,CAL,home,regular,1,1,2,1,0,0,0,1,0
BOB STANTON,80,PHB,7/22/2023,1900,NYM,away,regular,0,0,0,0,0,0,0,0,0
BILL HARRINGTON,65,FLA,5/29/2023,1200,LAD,home,regular,1,1,2,1,0,0,0,1,0
BOB FRANK,72,CHO,10/5/2023,1300,PHA,home,postseason,3,3,3,2,0,0,1,0,0
GARY MORRIS,75,SLC,4/30/2023,1600,MTL,away,regular,1,1,3,1,0,0,0,0,2
WILL WILLIAMS,41,CWS,6/27/2023,1400,BOA,home,regular,0,0,2,0,0,0,0,0,2
MARTIN CUMMINGS,33,MIA,5/23/2023,1500,STL,away,regular,1,1,2,1,0,0,0,0,1
WILL DENNIS,76,ATL,4/3/2023,1800,BOR,home,regular,2,2,3,1,0,1,0,0,1
WALKER BRADFORD,16,MIN,10/15/2023,1900,BKN,away,postseason,1,1,1,1,0,0,0,0,0
JAMES MILLS,86,CHI,8/24/2023,1800,BKN,away,regular,1,1,4,1,0,0,0,0,3
JAKE ANDRADE,0,NY,7/7/2023,1600,BOS,home,regular,2,1,4,1,1,0,0,1,1
JACKSON KLINE,58,NYH,7/4/2023,1700,TEX,away,regular,1,1,4,1,0,0,0,0,3
JOHNNY TRAN,94,TOR,4/16/2023,1800,ATL,home,regular,3,1,7,2,1,0,0,1,3
WILLIAM HINTON,79,NY,9/9/2023,1500,BKN,home,regular,2,1,3,2,0,0,0,1,0
TJ KNAPP,38,NYM,5/25/2023,1900,NYH,home,regular,1,1,1,1,0,0,0,0,0
JAMES GONZALEZ,92,PHI,4/13/2023,2000,BOA,away,regular,2,1,3,1,0,0,1,0,1
BILL SELLERS,50,TEX,4/15/2023,1600,PHP,away,regular,2,1,3,2,0,0,0,1,0
RODRIGO HATFIELD,77,DET,10/22/2023,1500,NY,home,postseason,1,1,1,1,0,0,0,0,0
WILLIAM MORGAN,25,WSH,9/19/2023,1900,PIT,home,regular,1,1,4,1,0,0,0,1,2
WILLIAM MANNING,25,BOR,7/22/2023,1500,CLE,home,regular,2,1,5,1,1,0,0,0,3
BOB MCCARTY,96,PHA,7/4/2023,2000,STL,away,regular,1,1,3,1,0,0,0,0,2
BARRY SPARKS,28,TEX,4/20/2023,1600,NYG,home,regular,1,1,3,1,0,0,0,0,2
BILLY HOLMES,69,NYY,4/20/2023,1400,BKN,away,regular,3,3,3,1,0,0,2,0,0
BILLY CAREY,24,NYG,7/9/2023,1800,COL,home,regular,1,1,4,1,0,0,0,0,3
GARY BRYANT,46,ATL,4/26/2023,1200,MIA,home,regular,1,1,1,1,0,0,0,0,0
JACKSON PITTMAN,73,MTL,7/19/2023,1400,HOU,home,regular,2,1,6,1,1,0,0,1,3
JOHNNY HARRINGTON,33,NYG,10/23/2023,1900,BOS,home,postseason,2,2,3,2,0,0,0,0,1
THOMAS GIBSON,38,LA,9/30/2023,2000,TEX,home,regular,1,1,1,1,0,0,0,0,0
JOHNNY CHAMBERS,26,CLE,7/11/2023,2000,CIN,away,regular,2,1,4,1,0,0,1,0,2
THOMAS RANDOLPH,89,FLA,10/18/2023,2000,BOA,away,postseason,1,1,1,1,0,0,0,0,0
EVAN COLON,3,BAL,7/1/2023,1400,NYM,away,regular,1,1,4,1,0,0,0,0,3
JAKE LANDRY,60,NYY,7/26/2023,1400,PIT,away,regular,2,1,3,1,1,0,0,1,0
BOB NEAL,81,ATL,7/9/2023,1900,MIN,away,regular,2,2,4,1,0,0,1,0,2
THOMAS BRANDT,10,CHI,5/23/2023,1700,PIT,home,regular,1,1,3,1,0,0,0,1,1
MARTIN GILLESPIE,24,CHC,8/11/2023,1400,LA,away,regular,2,1,6,1,1,0,0,1,3
JOHNNY LEON,90,LA,10/18/2023,1200,CHO,home,postseason,0,0,3,0,0,0,0,0,3
LARRY PETERSON,73,AZ,8/28/2023,1900,SLB,away,regular,2,1,3,1,1,0,0,0,1
JACKSON SHORT,7,PHB,10/22/2023,1800,COL,away,postseason,5,1,7,2,1,0,2,0,2
WALKER HOLDEN,15,MIL,9/29/2023,1500,BOR,away,regular,1,1,3,1,0,0,0,0,2
TAYLOR CALDWELL,32,NY,4/17/2023,2000,CHI,home,regular,4,1,6,2,1,0,1,0,2
BILL WELCH,56,HOU,6/14/2023,1400,BOA,home,regular,1,1,3,0,0,0,1,0,2
EVAN KEITH,89,CHI,6/8/2023,1900,NYM,home,regular,1,1,2,1,0,0,0,1,0
BILL GRIFFIN,43,NYY,7/9/2023,1400,HOU,away,regular,1,1,2,1,0,0,0,0,1
TJ ELLIS,41,BOS,5/28/2023,1300,CHC,away,regular,4,2,7,1,0,0,3,1,2
GARY STRONG,18,ATL,6/25/2023,1600,LA,away,regular,1,1,5,1,0,0,0,1,3
JAMES FERRELL,77,WSH,6/19/2023,1800,OAK,away,regular,1,1,4,1,0,0,0,0,3
TJ CLINE,35,MIL,7/18/2023,1600,HOU,away,regular,1,1,2,1,0,0,0,1,0
JACKSON WATTS,53,PHP,10/4/2023,1300,ANA,home,postseason,0,0,2,0,0,0,0,0,2
JAKE MILLER,73,SLC,9/26/2023,1400,TOR,home,regular,2,1,5,2,0,0,0,0,3
TAYLOR LYNN,41,CHO,9/29/2023,1800,COL,home,regular,3,3,4,2,0,0,1,0,1
BOB MORENO,85,ATL,5/14/2023,1200,BOD,away,regular,1,1,5,1,0,0,0,1,3
THOMAS PHELPS,14,CHC,6/28/2023,1600,NYG,away,regular,1,1,2,1,0,0,0,0,1
THOMAS HAMPTON,93,LAA,4/10/2023,1500,SEA,home,regular,2,2,6,2,0,0,0,1,3
BOB SPARKS,33,BOA,9/30/2023,1600,NY,away,regular,2,1,4,2,0,0,0,1,1
TJ FRENCH,13,STL,10/31/2023,1200,PHA,home,postseason,1,1,1,1,0,0,0,0,0
JAKE BLEVINS,55,CHO,7/7/2023,2000,KC,away,regular,1,1,4,1,0,0,0,0,3
WALKER BARKER,71,PHB,10/15/2023,2000,STL,home,postseason,1,1,2,1,0,0,0,0,1
TAYLOR GARRETT,51,COL,7/14/2023,2000,PHA,home,regular,1,1,3,1,0,0,0,1,1
ADAM ROCHA,19,SEA,8/7/2023,1700,BOS,home,regular,2,2,2,1,1,0,0,0,0
WALKER HENDRIX,54,BOS,6/20/2023,1400,NY,away,regular,1,1,1,1,0,0,0,0,0
WILLIAM LYONS,23,KC,8/31/2023,2000,BKN,home,regular,5,1,6,2,0,0,3,0,1
GARY WEISS,65,OAK,10/2/2023,1600,BKN,home,postseason,1,1,1,1,0,0,0,0,0
THOMAS BUTLER,72,SLC,8/8/2023,1700,COL,home,regular,1,1,3,1,0,0,0,0,2
TAYLOR LUCERO,41,NYY,6/17/2023,1500,BOA,home,regular,1,1,5,1,0,0,0,1,3
BILL MONTES,23,BAL,4/25/2023,1200,PIT,away,regular,2,2,2,2,0,0,0,0,0
LARRY GARZA,89,FLA,4/24/2023,1900,PHP,away,regular,2,1,5,1,1,0,0,1,2
WILL HOLLOWAY,2,OAK,9/11/2023,1900,LAD,away,regular,2,1,5,2,0,0,0,1,2
MARTIN MORRISON,51,COL,4/7/2023,1300,PIT,away,regular,2,1,3,0,1,0,1,0,1
TAYLOR MCLEAN,33,BOS,9/20/2023,1400,LAA,away,regular,1,1,3,1,0,0,0,0,2
WALKER ALVAREZ,44,CAL,8/26/2023,1800,NYY,home,regular,4,1,4,1,2,0,1,0,0
WILL DAY,11,CHI,6/4/2023,1300,CWS,home,regular,0,0,2,0,0,0,0,0,2
BARRY HOLLOWAY,72,NYM,10/3/2023,1200,CLE,home,postseason,0,0,3,0,0,0,0,0,3
JACKSON HERNANDEZ,45,BOS,9/4/2023,1400,BSN,away,regular,3,2,6,1,0,0,2,1,2
WILLIAM VILLANUEVA,53,TB,9/29/2023,1700,BOD,away,regular,1,1,4,1,0,0,0,0,3
WILLIAM ESPINOZA,94,AZ,5/26/2023,1700,TB,home,regular,1,1,4,1,0,0,0,0,3
JACKSON MCINTYRE,81,BSN,6/19/2023,1900,SF,away,regular,1,1,4,1,0,0,0,0,3
JAMES TYLER,16,CHI,8/27/2023,1700,WSH,home,regular,2,2,4,2,0,0,0,0,2
MARTIN KNAPP,48,KC,8/23/2023,1500,BAL,away,regular,2,2,3,1,1,0,0,0,1
WILL MORGAN,8,MIA,4/25/2023,1900,OAK,away,regular,2,2,5,1,0,0,1,0,3
JACOB KIM,43,HOU,4/17/2023,1200,HOU,away,regular,2,1,5,1,1,0,0,0,3
THOMAS PRICE,86,CLE,9/6/2023,1700,LAA,away,regular,1,1,3,1,0,0,0,0,2
WILLIAM NUNEZ,5,COL,4/21/2023,1700,OAK,home,regular,1,1,2,1,0,0,0,0,1
MARTIN COHEN,91,CIN,9/2/2023,1300,LAD,home,regular,0,0,2,0,0,0,0,0,2
THOMAS RYAN,22,CWS,10/3/2023,1300,CLE,home,postseason,1,1,2,1,0,0,0,0,1
ADAM KNOX,3,PIT,4/3/2023,1600,TEX,away,regular,4,3,5,1,0,0,3,1,0
BILL COPELAND,7,NY,5/26/2023,2000,HOU,home,regular,2,1,3,2,0,0,0,0,1
JACOB MENDEZ,20,STL,9/11/2023,1400,CHO,home,regular,1,1,1,1,0,0,0,0,0
JACKSON MATHIS,40,BOR,10/6/2023,1200,STL,home,postseason,3,3,6,2,0,0,1,1,2
BOB SINGLETON,94,CHI,4/22/2023,1700,LA,home,regular,1,1,4,1,0,0,0,0,3
WILL HERMAN,66,BOS,6/30/2023,1500,COL,home,regular,1,1,1,1,0,0,0,0,0
TJ ROBERSON,21,NYH,4/3/2023,1700,BOS,away,regular,1,1,3,1,0,0,0,0,2
WALKER WISE,34,PHB,5/21/2023,2000,PHB,home,regular,1,1,2,1,0,0,0,0,1
JACOB LONG,85,TOR,9/14/2023,1400,HOU,away,regular,3,1,4,1,0,0,2,0,1
WILL HARVEY,27,BOA,10/22/2023,1800,MIA,home,postseason,1,1,3,1,0,0,0,0,2
WILL BARTON,77,CHO,8/18/2023,1300,CWS,away,regular,2,2,4,2,0,0,0,1,1
TJ MURRAY,60,CHI,3/31/2023,2000,BOD,home,regular,2,1,3,1,0,0,1,1,0
JACKSON BLEVINS,65,NYH,8/28/2023,1400,CAL,away,regular,5,3,6,1,2,0,2,0,1
WILL SANTOS,5,SEA,6/16/2023,1300,CHC,home,regular,3,2,6,2,1,0,0,0,3
TAYLOR ANDERSON,98,LA,5/12/2023,1300,TEX,home,regular,2,1,3,2,0,0,0,0,1
GARY CAIN,37,NYY,6/25/2023,1200,PIT,away,regular,1,1,2,1,0,0,0,1,0
JAMES QUINN,81,LAD,7/17/2023,1400,ATL,away,regular,1,1,2,1,0,0,0,0,1
JACKSON WELLS,42,CLE,6/6/2023,2000,ATL,away,regular,2,1,2,1,1,0,0,0,0
BILL ABBOTT,38,MTL,8/18/2023,1600,STL,home,regular,1,1,4,1,0,0,0,0,3
WALKER SCHMIDT,35,NYH,5/22/2023,1700,ATL,away,regular,3,3,4,1,1,0,1,0,1
BILLY WONG,48,CAL,6/14/2023,2000,CIN,away,regular,3,3,4,2,1,0,0,1,0
JACKSON WILCOX,21,CHC,7/10/2023,1300,MIA,home,regular,1,1,2,1,0,0,0,1,0
EVAN SHORT,10,NY,9/9/2023,1800,PHP,away,regular,1,1,4,1,0,0,0,1,2
JAKE SAMPSON,1,CHO,6/24/2023,1700,AZ,away,regular,3,2,5,1,0,0,2,0,2
MARTIN HANSON,38,SLC,4/14/2023,1700,CIN,home,regular,1,1,1,1,0,0,0,0,0
BOB WERNER,27,KC,7/22/2023,1300,COL,home,regular,2,2,5,1,1,0,0,0,3
WALKER WHITE,25,SF,6/1/2023,1400,TEX,away,regular,0,0,3,0,0,0,0,0,3
THOMAS BALDWIN,20,BOD,9/3/2023,1700,PHI,away,regular,1,1,1,0,1,0,0,0,0
BARRY MCDANIEL,34,CWS,8/15/2023,1300,LAA,home,regular,1,1,2,1,0,0,0,1,0
ADAM LUNA,17,SLC,6/14/2023,1800,BSN,home,regular,0,0,3,0,0,0,0,0,3
TJ HARVEY,91,NYH,10/17/2023,2000,STL,away,postseason,1,1,4,1,0,0,0,0,3
RODRIGO LYNN,35,SD,7/27/2023,1900,ANA,away,regular,2,2,5,1,0,1,0,0,3
MARTIN PECK,16,LA,10/23/2023,1900,NYY,away,postseason,1,1,3,1,0,0,0,0,2
JAKE MCCULLOUGH,53,PHA,5/23/2023,1600,CAL,home,regular,1,1,3,1,0,0,0,1,1
WALKER BENITEZ,83,SLB,5/1/2023,1300,COL,home,regular,1,1,4,1,0,0,0,0,3
BILL BARRERA,4,MIA,7/21/2023,2000,SD,home,regular,3,3,4,1,1,0,1,0,1
ADAM JONES,69,ATL,6/29/2023,1600,DET,home,regular,1,1,4,1,0,0,0,0,3
JOHNNY PEREZ,18,NY,6/5/2023,1800,PHP,home,regular,4,2,6,1,1,0,2,0,2
EVAN CUNNINGHAM,1,BOA,4/13/2023,1600,COL,home,regular,5,2,6,1,1,0,3,0,1
JOHNNY TRAVIS,60,BOS,5/18/2023,1500,BOA,home,regular,1,1,3,1,0,0,0,0,2
WALKER ZAVALA,99,BOS,4/26/2023,1200,SEA,home,regular,0,0,1,0,0,0,0,0,1
BARRY MORTON,65,CHO,8/22/2023,1600,TEX,away,regular,1,1,3,1,0,0,0,0,2
BARRY SUAREZ,13,LAD,9/1/2023,1900,BOD,away,regular,3,3,6,1,1,0,1,0,3
WALKER ANDRADE,67,CIN,5/10/2023,1800,BAL,home,regular,1,1,1,1,0,0,0,0,0
JOHNNY ARNOLD,62,HOU,5/29/2023,1800,WSH,home,regular,1,1,4,1,0,0,0,0,3
TAYLOR MARQUEZ,69,NYY,10/7/2023,1700,CWS,home,postseason,2,2,3,1,1,0,0,1,0
THOMAS ALVAREZ,13,SF,5/20/2023,1200,KC,home,regular,1,1,3,1,0,0,0,0,2
JACKSON CALHOUN,78,AZ,9/24/2023,1700,NYY,away,regular,1,1,2,1,0,0,0,0,1
TAYLOR HERRING,23,SLC,8/4/2023,1300,KC,home,regular,2,2,6,2,0,0,0,1,3
MARTIN RICHARDS,38,BOS,4/16/2023,1700,NYG,home,regular,1,1,5,1,0,0,0,1,3
JAKE CLEMENTS,82,AZ,4/9/2023,1800,BOR,away,regular,1,1,2,1,0,0,0,0,1
JACKSON MCGEE,3,WSH,10/29/2023,1300,TB,home,postseason,1,1,1,1,0,0,0,0,0
ADAM SANTOS,83,KC,5/27/2023,1300,NYH,away,regular,1,1,4,1,0,0,0,0,3
WILL AYALA,23,BOD,7/25/2023,1800,TOR,away,regular,2,1,5,1,1,0,0,1,2
RODRIGO KNOX,97,BOR,9/14/2023,1700,BOU,away,regular,3,2,4,1,1,0,1,1,0
BARRY MELTON,79,MIN,10/29/2023,1600,LAA,home,postseason,1,1,4,1,0,0,0,0,3
TAYLOR CARNEY,25,BOA,7/31/2023,1800,NY,away,regular,2,2,2,1,0,1,0,0,0
